id,churn_probability
84602,0.0075
84603,0.0105
84604,0.0015
84605,0.003
84606,0.0615
84607,0.0135
84608,0.0015
84609,0.0015
84610,1.338
84611,1.1505
84612,0.009
84613,0.018
84614,0.0375
84615,0.012
84616,0.0045
84617,0.006
84618,0.0135
84619,0.006
84620,0.0105
84621,1.2555
84622,0.0045
84623,0.0015
84624,0.003
84625,1.161
84626,0.006
84627,0.0165
84628,0.0075
84629,0.003
84630,0.012
84631,0.003
84632,0.009
84633,0.006
84634,0.0165
84635,0.003
84636,0.0075
84637,1.278
84638,0.015
84639,0.078
84640,0.012
84641,0.009
84642,0.003
84643,0.0285
84644,1.3245
84645,1.215
84646,0.0045
84647,0.0045
84648,0.093
84649,0.0045
84650,0.0045
84651,0.018
84652,0.09
84653,0.006
84654,0.0075
84655,0.009
84656,0.039
84657,0.003
84658,1.1565
84659,0.006
84660,0.0645
84661,0.009
84662,0.0075
84663,0.0045
84664,1.161
84665,0.0045
84666,0.0285
84667,0.015
84668,0.036
84669,0.006
84670,0.006
84671,0.006
84672,1.164
84673,0.003
84674,0.006
84675,0.0045
84676,0.0135
84677,0.009
84678,1.2675
84679,1.2915
84680,0.0105
84681,0.0075
84682,1.2885
84683,0.006
84684,0.0345
84685,0.0255
84686,0.003
84687,0.0105
84688,0.0075
84689,0.012
84690,0.012
84691,0.009
84692,0.0075
84693,0.0075
84694,1.368
84695,1.2345
84696,0.0045
84697,0.003
84698,0.0045
84699,0.0075
84700,0.057
84701,0.159
84702,0.0075
84703,1.215
84704,0.006
84705,0.099
84706,0.0105
84707,0.003
84708,0.012
84709,1.0005
84710,0.006
84711,0.0105
84712,0.03
84713,0.006
84714,0.006
84715,0.0105
84716,0.0075
84717,0.027
84718,0.051
84719,0.0135
84720,0.0105
84721,0.0075
84722,0.0045
84723,0.009
84724,0.0045
84725,0.093
84726,0.006
84727,0.006
84728,1.278
84729,0.183
84730,0.0345
84731,0.018
84732,0.012
84733,0.006
84734,0.0135
84735,0.003
84736,0.06
84737,0.006
84738,0.0225
84739,0.006
84740,0.009
84741,0.0075
84742,0.003
84743,1.26
84744,0.009
84745,0.0045
84746,0.3495
84747,1.329
84748,0.0075
84749,0.0135
84750,0.003
84751,0.0045
84752,0.006
84753,0.0075
84754,0.0615
84755,0.0075
84756,0.0015
84757,0.0045
84758,0.003
84759,0.0135
84760,0.0
84761,0.0075
84762,0.003
84763,0.0105
84764,0.0075
84765,0.009
84766,0.0075
84767,0.003
84768,0.0045
84769,0.069
84770,0.0105
84771,0.0105
84772,0.006
84773,0.003
84774,0.0075
84775,0.006
84776,0.006
84777,0.0075
84778,0.006
84779,0.03
84780,0.012
84781,0.006
84782,1.314
84783,0.0075
84784,0.0105
84785,0.0
84786,0.0045
84787,0.0045
84788,0.0045
84789,0.0135
84790,0.0075
84791,0.0045
84792,0.0045
84793,1.146
84794,0.0135
84795,0.087
84796,0.0045
84797,0.009
84798,0.0045
84799,0.0105
84800,0.006
84801,0.009
84802,0.0405
84803,0.0075
84804,0.006
84805,0.012
84806,0.009
84807,1.263
84808,0.006
84809,0.009
84810,0.003
84811,1.3725
84812,0.003
84813,0.006
84814,0.0105
84815,0.006
84816,0.0075
84817,0.0015
84818,0.006
84819,0.036
84820,0.0015
84821,0.0045
84822,0.1335
84823,0.003
84824,0.003
84825,0.0045
84826,0.0045
84827,0.003
84828,0.009
84829,1.359
84830,1.14
84831,0.003
84832,0.003
84833,0.003
84834,0.0135
84835,0.009
84836,0.003
84837,0.006
84838,0.009
84839,0.006
84840,0.009
84841,0.0045
84842,0.0075
84843,0.012
84844,0.006
84845,0.003
84846,0.0135
84847,0.006
84848,0.0555
84849,0.003
84850,0.006
84851,0.0105
84852,0.0075
84853,0.006
84854,0.006
84855,0.0075
84856,1.2495
84857,0.0045
84858,0.0075
84859,0.003
84860,0.0045
84861,0.021
84862,0.021
84863,0.0105
84864,0.006
84865,0.0645
84866,0.0045
84867,0.0105
84868,0.012
84869,0.003
84870,0.0045
84871,0.081
84872,0.0315
84873,0.006
84874,0.006
84875,0.135
84876,1.3395
84877,0.015
84878,0.054
84879,0.0075
84880,0.048
84881,0.054
84882,0.006
84883,1.218
84884,0.0135
84885,0.006
84886,0.003
84887,0.0045
84888,0.006
84889,0.036
84890,0.0105
84891,0.0075
84892,0.003
84893,1.131
84894,0.003
84895,0.0045
84896,0.003
84897,1.2975
84898,0.006
84899,0.054
84900,0.006
84901,0.0045
84902,1.287
84903,0.003
84904,0.0075
84905,0.0105
84906,0.0225
84907,0.006
84908,0.006
84909,0.009
84910,0.0045
84911,0.0135
84912,0.0345
84913,0.0045
84914,0.006
84915,0.006
84916,0.006
84917,0.003
84918,0.0045
84919,0.003
84920,0.0075
84921,0.0015
84922,0.009
84923,0.048
84924,1.2765
84925,1.275
84926,0.0045
84927,0.0045
84928,0.003
84929,1.1565
84930,0.0045
84931,0.003
84932,0.0705
84933,0.0015
84934,0.0045
84935,0.006
84936,0.006
84937,0.009
84938,0.0075
84939,0.033
84940,0.009
84941,0.0015
84942,0.015
84943,0.0345
84944,1.326
84945,0.0345
84946,0.012
84947,0.006
84948,0.003
84949,0.0075
84950,0.006
84951,0.006
84952,0.003
84953,1.1535
84954,0.006
84955,0.003
84956,0.012
84957,0.0045
84958,0.0045
84959,0.006
84960,0.285
84961,0.006
84962,0.006
84963,0.0435
84964,0.0015
84965,1.1385
84966,0.0105
84967,0.009
84968,0.0525
84969,1.278
84970,0.0045
84971,0.006
84972,0.003
84973,0.0015
84974,1.2375
84975,0.012
84976,0.006
84977,0.03
84978,0.003
84979,0.102
84980,0.009
84981,0.0735
84982,0.0045
84983,0.006
84984,0.0045
84985,0.003
84986,0.024
84987,0.0405
84988,0.0045
84989,0.0075
84990,0.003
84991,0.0135
84992,0.0105
84993,0.009
84994,0.006
84995,0.0075
84996,1.251
84997,0.045
84998,0.0105
84999,0.0045
85000,0.003
85001,0.0045
85002,0.009
85003,0.006
85004,0.0045
85005,0.006
85006,0.0075
85007,0.0045
85008,0.0045
85009,0.0765
85010,0.006
85011,0.027
85012,0.0675
85013,0.0045
85014,0.006
85015,0.0075
85016,0.0045
85017,0.009
85018,1.3425
85019,0.009
85020,0.0375
85021,1.2405
85022,0.0045
85023,0.0075
85024,0.009
85025,0.0045
85026,0.006
85027,0.009
85028,0.006
85029,0.003
85030,1.2015
85031,0.003
85032,0.006
85033,0.099
85034,0.075
85035,0.009
85036,0.0435
85037,0.003
85038,1.311
85039,0.0045
85040,1.1265
85041,0.003
85042,0.012
85043,0.0045
85044,0.0045
85045,0.0045
85046,0.003
85047,0.003
85048,1.173
85049,0.0165
85050,1.1895
85051,0.006
85052,0.048
85053,0.0105
85054,0.006
85055,0.003
85056,0.009
85057,0.012
85058,1.2045
85059,0.051
85060,0.006
85061,0.0075
85062,0.003
85063,1.311
85064,0.0045
85065,0.0135
85066,0.006
85067,0.0015
85068,0.0045
85069,0.003
85070,0.003
85071,0.0915
85072,0.0135
85073,0.006
85074,0.0045
85075,0.006
85076,0.006
85077,0.003
85078,0.0435
85079,1.083
85080,0.003
85081,1.3515
85082,0.108
85083,0.0225
85084,0.0045
85085,0.009
85086,0.003
85087,0.0105
85088,0.006
85089,0.003
85090,0.0135
85091,0.009
85092,0.012
85093,0.0045
85094,0.0075
85095,0.006
85096,0.0075
85097,0.033
85098,0.0705
85099,0.006
85100,0.0075
85101,0.012
85102,0.0075
85103,0.003
85104,0.006
85105,0.0075
85106,0.0075
85107,0.021
85108,0.006
85109,0.366
85110,1.2585
85111,0.0075
85112,0.033
85113,0.009
85114,0.015
85115,1.071
85116,0.009
85117,0.006
85118,0.0105
85119,0.009
85120,1.095
85121,0.003
85122,0.003
85123,0.012
85124,0.006
85125,0.003
85126,0.0165
85127,0.03
85128,0.012
85129,0.1005
85130,0.006
85131,0.0135
85132,0.009
85133,0.027
85134,0.099
85135,0.12
85136,0.0075
85137,0.003
85138,0.009
85139,0.003
85140,0.0045
85141,0.012
85142,0.003
85143,0.0075
85144,0.006
85145,0.0075
85146,0.036
85147,0.006
85148,0.006
85149,0.006
85150,0.0015
85151,0.006
85152,0.0045
85153,1.2255
85154,0.009
85155,0.009
85156,1.326
85157,0.006
85158,0.006
85159,0.0045
85160,0.0075
85161,0.006
85162,0.006
85163,0.0075
85164,0.039
85165,0.1485
85166,0.003
85167,1.146
85168,0.0165
85169,0.0075
85170,0.06
85171,1.3245
85172,0.0045
85173,0.0045
85174,0.009
85175,0.0135
85176,0.015
85177,0.006
85178,0.006
85179,0.0045
85180,0.027
85181,0.003
85182,0.0105
85183,1.215
85184,0.048
85185,0.003
85186,0.0465
85187,0.0075
85188,1.074
85189,0.0345
85190,0.003
85191,0.0555
85192,0.1545
85193,0.0135
85194,0.0105
85195,0.006
85196,0.0315
85197,0.0165
85198,0.0615
85199,0.0075
85200,0.0135
85201,0.009
85202,0.024
85203,0.009
85204,0.0225
85205,0.0075
85206,0.006
85207,1.3725
85208,0.006
85209,1.2915
85210,0.012
85211,0.012
85212,0.009
85213,0.0105
85214,0.0135
85215,0.0015
85216,0.003
85217,0.0045
85218,0.012
85219,0.1605
85220,1.3155
85221,0.357
85222,1.158
85223,0.003
85224,0.006
85225,0.0015
85226,0.009
85227,0.0045
85228,0.0045
85229,0.0225
85230,0.0345
85231,0.0045
85232,0.0045
85233,1.2585
85234,0.0075
85235,0.0045
85236,0.0045
85237,0.0375
85238,0.0015
85239,0.0075
85240,0.003
85241,0.0075
85242,0.7215
85243,0.006
85244,0.0135
85245,0.003
85246,0.0075
85247,0.009
85248,0.0165
85249,0.0255
85250,0.006
85251,0.0075
85252,0.3405
85253,0.027
85254,0.009
85255,0.012
85256,0.006
85257,0.0075
85258,0.0075
85259,0.0045
85260,0.0105
85261,1.2825
85262,0.0045
85263,0.0135
85264,0.033
85265,0.009
85266,0.006
85267,0.0075
85268,1.236
85269,0.006
85270,0.291
85271,0.006
85272,0.009
85273,0.006
85274,0.0075
85275,0.003
85276,0.0045
85277,0.0045
85278,0.003
85279,0.006
85280,1.323
85281,0.0075
85282,0.006
85283,0.0075
85284,0.066
85285,0.0165
85286,1.3005
85287,0.0045
85288,1.2465
85289,0.027
85290,1.257
85291,0.0075
85292,0.006
85293,0.036
85294,0.042
85295,0.0045
85296,1.359
85297,0.0075
85298,0.0045
85299,0.0045
85300,0.0075
85301,0.006
85302,0.006
85303,1.2375
85304,0.006
85305,0.0045
85306,0.006
85307,0.0285
85308,0.003
85309,0.006
85310,0.006
85311,1.14
85312,1.2195
85313,0.006
85314,0.0135
85315,0.003
85316,0.003
85317,0.0045
85318,0.0075
85319,0.006
85320,0.0315
85321,0.0105
85322,1.2225
85323,0.0015
85324,0.0075
85325,0.003
85326,0.0045
85327,0.009
85328,0.0
85329,0.006
85330,0.1455
85331,0.0045
85332,0.0345
85333,0.003
85334,0.0045
85335,1.2375
85336,0.009
85337,0.03
85338,1.152
85339,0.0045
85340,0.012
85341,1.161
85342,0.009
85343,1.005
85344,0.009
85345,0.0075
85346,0.0195
85347,0.0075
85348,0.033
85349,0.003
85350,0.0105
85351,0.0075
85352,0.0105
85353,0.0075
85354,0.003
85355,0.027
85356,0.003
85357,0.009
85358,0.0105
85359,0.0435
85360,0.009
85361,1.146
85362,0.0045
85363,0.0075
85364,0.0075
85365,0.015
85366,0.0015
85367,0.0045
85368,0.0225
85369,0.0045
85370,0.1095
85371,0.003
85372,0.003
85373,0.081
85374,0.006
85375,0.0045
85376,0.0045
85377,0.009
85378,0.0045
85379,0.003
85380,0.0105
85381,0.0075
85382,0.0105
85383,0.006
85384,0.006
85385,0.0075
85386,0.045
85387,0.0075
85388,0.0045
85389,0.0105
85390,0.006
85391,0.0135
85392,0.0105
85393,0.0765
85394,0.0045
85395,0.006
85396,1.1055
85397,0.0165
85398,0.003
85399,0.0105
85400,1.1235
85401,0.0105
85402,0.0015
85403,0.003
85404,0.003
85405,0.0675
85406,0.078
85407,0.0075
85408,0.0165
85409,0.0075
85410,0.084
85411,0.003
85412,0.006
85413,0.0045
85414,0.0075
85415,0.0015
85416,0.006
85417,0.006
85418,1.2045
85419,0.0465
85420,0.0405
85421,0.0045
85422,0.051
85423,0.075
85424,0.0045
85425,0.0435
85426,0.006
85427,0.2685
85428,0.006
85429,0.009
85430,0.009
85431,0.003
85432,0.0015
85433,0.0045
85434,0.0075
85435,0.003
85436,0.015
85437,0.0075
85438,0.006
85439,0.006
85440,0.009
85441,0.0075
85442,1.311
85443,0.0075
85444,0.0075
85445,0.003
85446,0.0045
85447,0.0045
85448,0.0075
85449,0.003
85450,0.0045
85451,0.0045
85452,0.0045
85453,0.0045
85454,0.0165
85455,0.0045
85456,0.009
85457,0.006
85458,0.012
85459,0.0105
85460,0.006
85461,0.0045
85462,0.0075
85463,0.009
85464,0.0075
85465,1.1925
85466,0.0045
85467,0.003
85468,0.003
85469,0.0075
85470,0.0015
85471,0.006
85472,0.03
85473,0.012
85474,0.003
85475,0.048
85476,0.009
85477,0.0045
85478,0.0045
85479,0.006
85480,1.2165
85481,0.003
85482,0.006
85483,0.0045
85484,0.0015
85485,0.0105
85486,0.012
85487,0.0045
85488,0.006
85489,0.009
85490,0.006
85491,0.009
85492,0.027
85493,0.0105
85494,0.003
85495,0.006
85496,0.0105
85497,0.012
85498,0.003
85499,0.1545
85500,0.0045
85501,0.0075
85502,0.003
85503,0.0105
85504,0.006
85505,0.0285
85506,0.0615
85507,0.0015
85508,0.084
85509,0.0045
85510,0.0345
85511,0.006
85512,0.0285
85513,0.0045
85514,0.0645
85515,0.0045
85516,0.015
85517,0.0075
85518,0.0045
85519,0.009
85520,0.003
85521,0.006
85522,0.027
85523,0.0075
85524,0.015
85525,0.033
85526,1.2945
85527,0.333
85528,0.003
85529,0.0015
85530,0.1395
85531,0.0075
85532,0.006
85533,0.006
85534,0.009
85535,0.0075
85536,0.0135
85537,0.0075
85538,0.006
85539,0.003
85540,0.0075
85541,1.278
85542,0.003
85543,0.045
85544,0.024
85545,0.129
85546,0.009
85547,0.012
85548,0.006
85549,0.003
85550,0.042
85551,0.009
85552,0.0075
85553,0.006
85554,0.0015
85555,0.153
85556,0.012
85557,0.006
85558,0.0075
85559,0.0015
85560,0.0135
85561,0.0975
85562,0.006
85563,0.0195
85564,0.0015
85565,0.003
85566,0.003
85567,0.0015
85568,0.0075
85569,0.009
85570,0.0045
85571,0.0075
85572,0.003
85573,0.0075
85574,0.006
85575,0.003
85576,0.003
85577,0.003
85578,0.006
85579,1.125
85580,0.0045
85581,0.0195
85582,0.021
85583,0.039
85584,0.0075
85585,0.006
85586,0.0045
85587,0.015
85588,0.009
85589,0.5505
85590,0.027
85591,0.006
85592,0.0075
85593,0.0255
85594,0.003
85595,0.0045
85596,0.006
85597,0.006
85598,0.0825
85599,0.0045
85600,0.0015
85601,0.009
85602,0.0045
85603,0.012
85604,0.0075
85605,0.027
85606,0.0195
85607,1.2465
85608,0.009
85609,0.021
85610,0.0075
85611,0.006
85612,0.003
85613,1.155
85614,0.012
85615,0.012
85616,0.0075
85617,0.006
85618,0.0405
85619,0.009
85620,0.009
85621,0.0075
85622,0.003
85623,0.0495
85624,0.0075
85625,0.0075
85626,0.03
85627,0.0045
85628,0.009
85629,0.003
85630,0.0045
85631,0.0045
85632,0.0105
85633,0.006
85634,0.123
85635,1.1325
85636,0.018
85637,0.0045
85638,0.0135
85639,0.009
85640,0.0075
85641,0.0045
85642,0.0075
85643,0.0105
85644,0.0075
85645,0.003
85646,0.0075
85647,0.003
85648,0.006
85649,0.0045
85650,0.006
85651,1.212
85652,0.006
85653,0.006
85654,0.0075
85655,0.0045
85656,0.075
85657,0.003
85658,0.0045
85659,0.0045
85660,0.0105
85661,0.003
85662,1.1475
85663,0.042
85664,0.0045
85665,0.009
85666,0.003
85667,0.0045
85668,0.021
85669,0.012
85670,0.0285
85671,0.003
85672,0.0615
85673,0.003
85674,0.006
85675,1.293
85676,0.003
85677,0.006
85678,0.009
85679,1.314
85680,0.003
85681,0.03
85682,0.0075
85683,0.3345
85684,0.009
85685,0.021
85686,0.0045
85687,0.012
85688,0.0225
85689,1.206
85690,1.371
85691,0.006
85692,0.006
85693,0.03
85694,0.003
85695,0.219
85696,0.006
85697,0.009
85698,1.2255
85699,0.024
85700,0.0105
85701,0.0045
85702,1.275
85703,0.006
85704,1.2465
85705,0.003
85706,0.015
85707,0.003
85708,0.0045
85709,0.0525
85710,0.006
85711,0.0075
85712,0.003
85713,0.0105
85714,0.033
85715,0.0075
85716,0.0015
85717,0.0045
85718,0.006
85719,0.0165
85720,0.015
85721,0.0045
85722,1.2975
85723,0.0075
85724,0.0045
85725,0.0045
85726,0.0075
85727,0.0075
85728,0.006
85729,0.006
85730,0.006
85731,0.0015
85732,0.027
85733,0.012
85734,0.0045
85735,1.3485
85736,0.0315
85737,0.0045
85738,0.012
85739,0.0105
85740,0.006
85741,0.0045
85742,0.006
85743,0.0135
85744,0.0075
85745,1.2675
85746,0.018
85747,0.0045
85748,0.003
85749,0.015
85750,0.006
85751,0.0255
85752,0.0075
85753,0.006
85754,0.0135
85755,0.006
85756,0.0015
85757,0.0045
85758,0.009
85759,0.006
85760,0.0105
85761,0.0075
85762,0.0015
85763,0.006
85764,0.0255
85765,0.012
85766,0.0075
85767,1.2735
85768,0.0075
85769,0.0345
85770,1.206
85771,0.006
85772,1.308
85773,0.018
85774,0.009
85775,0.009
85776,0.0075
85777,1.203
85778,0.0045
85779,0.003
85780,0.0045
85781,1.224
85782,0.0045
85783,0.006
85784,0.0045
85785,0.0075
85786,0.003
85787,0.0045
85788,0.0135
85789,0.069
85790,0.0045
85791,0.03
85792,0.0045
85793,0.0045
85794,0.0015
85795,1.1295
85796,0.003
85797,0.003
85798,0.0015
85799,0.075
85800,0.006
85801,0.0195
85802,0.006
85803,0.0045
85804,0.006
85805,0.0915
85806,0.0045
85807,0.0135
85808,0.084
85809,0.12
85810,0.0285
85811,0.255
85812,0.006
85813,0.0045
85814,0.021
85815,0.087
85816,0.018
85817,0.006
85818,0.0075
85819,1.1745
85820,0.1995
85821,0.0075
85822,0.006
85823,0.003
85824,0.0075
85825,0.0045
85826,0.0105
85827,0.0045
85828,0.009
85829,0.0045
85830,0.003
85831,0.0225
85832,0.003
85833,0.0105
85834,0.0075
85835,0.012
85836,0.003
85837,1.263
85838,0.0105
85839,0.0015
85840,0.003
85841,0.0285
85842,0.0375
85843,1.293
85844,0.0255
85845,0.003
85846,0.009
85847,0.009
85848,0.018
85849,0.0075
85850,0.006
85851,0.006
85852,0.0105
85853,0.0045
85854,1.2645
85855,1.1805
85856,0.009
85857,0.006
85858,0.018
85859,0.0165
85860,0.0045
85861,0.1305
85862,0.003
85863,0.06
85864,0.0075
85865,0.006
85866,0.054
85867,0.006
85868,0.009
85869,0.015
85870,0.0045
85871,0.0075
85872,0.0045
85873,0.006
85874,0.012
85875,0.003
85876,0.003
85877,0.003
85878,0.009
85879,0.003
85880,0.0075
85881,0.021
85882,1.116
85883,1.2675
85884,0.018
85885,0.0105
85886,0.0045
85887,0.009
85888,0.0075
85889,0.003
85890,1.134
85891,0.003
85892,0.009
85893,0.0045
85894,0.0075
85895,0.0045
85896,1.3485
85897,0.006
85898,0.009
85899,0.0675
85900,0.033
85901,0.003
85902,0.012
85903,0.0075
85904,0.0045
85905,0.006
85906,0.003
85907,1.263
85908,1.3785
85909,0.009
85910,0.0045
85911,0.003
85912,0.0045
85913,1.1325
85914,0.003
85915,0.0345
85916,0.0105
85917,0.0165
85918,0.006
85919,0.006
85920,1.2645
85921,0.0015
85922,0.0045
85923,0.006
85924,0.006
85925,0.0075
85926,0.339
85927,0.054
85928,0.006
85929,0.003
85930,0.0165
85931,0.0135
85932,0.0465
85933,0.0615
85934,0.006
85935,0.003
85936,0.003
85937,0.0135
85938,0.0075
85939,0.0045
85940,0.015
85941,0.0075
85942,0.054
85943,0.0075
85944,0.0075
85945,0.003
85946,0.0105
85947,1.3245
85948,0.033
85949,1.068
85950,0.009
85951,0.2985
85952,0.009
85953,0.0405
85954,0.009
85955,0.039
85956,0.0015
85957,0.006
85958,0.0015
85959,0.009
85960,0.006
85961,0.0015
85962,0.006
85963,0.009
85964,0.006
85965,0.1245
85966,0.021
85967,0.009
85968,0.003
85969,0.0045
85970,0.0045
85971,0.0105
85972,0.006
85973,0.0195
85974,0.003
85975,0.021
85976,0.024
85977,0.0045
85978,0.015
85979,0.0045
85980,0.0045
85981,1.2525
85982,0.006
85983,0.0075
85984,0.003
85985,0.009
85986,0.0075
85987,0.0045
85988,0.0045
85989,1.3725
85990,0.003
85991,0.009
85992,0.0105
85993,0.0105
85994,0.015
85995,0.0105
85996,0.033
85997,0.006
85998,1.335
85999,0.009
86000,0.0075
86001,0.006
86002,0.0
86003,1.2225
86004,0.009
86005,0.0465
86006,0.012
86007,0.0045
86008,0.0405
86009,0.18
86010,0.012
86011,0.114
86012,0.21
86013,0.0045
86014,0.0045
86015,0.039
86016,0.078
86017,0.006
86018,0.0075
86019,0.003
86020,0.003
86021,0.003
86022,0.0105
86023,0.0075
86024,0.0105
86025,0.006
86026,0.012
86027,0.0225
86028,0.0075
86029,0.0015
86030,0.015
86031,1.245
86032,0.003
86033,0.0015
86034,0.0075
86035,0.0045
86036,0.003
86037,0.0525
86038,0.021
86039,0.0
86040,0.0105
86041,0.0015
86042,0.0015
86043,0.003
86044,0.006
86045,0.0045
86046,0.0075
86047,0.006
86048,0.033
86049,0.006
86050,0.015
86051,0.006
86052,0.0135
86053,0.003
86054,0.003
86055,0.0105
86056,0.0045
86057,0.024
86058,0.006
86059,0.009
86060,0.0105
86061,0.0135
86062,0.009
86063,0.009
86064,0.003
86065,0.021
86066,0.0045
86067,0.0135
86068,0.009
86069,0.0045
86070,0.003
86071,0.015
86072,0.006
86073,0.0075
86074,0.006
86075,0.0045
86076,0.003
86077,0.003
86078,0.051
86079,0.0405
86080,0.03
86081,0.012
86082,0.0045
86083,0.0105
86084,1.0245
86085,0.1455
86086,0.006
86087,0.0045
86088,0.012
86089,1.0845
86090,0.006
86091,0.003
86092,0.006
86093,0.0015
86094,1.1715
86095,0.009
86096,0.006
86097,0.0075
86098,0.033
86099,0.018
86100,0.0195
86101,0.0045
86102,0.0075
86103,0.003
86104,0.0015
86105,0.0045
86106,0.048
86107,0.009
86108,0.066
86109,0.0045
86110,0.012
86111,0.0045
86112,0.0075
86113,0.0045
86114,0.009
86115,0.006
86116,1.377
86117,0.003
86118,0.036
86119,0.048
86120,0.0075
86121,0.0045
86122,0.0345
86123,0.009
86124,0.003
86125,0.009
86126,0.006
86127,0.003
86128,0.0075
86129,0.0045
86130,0.003
86131,1.3095
86132,0.879
86133,0.003
86134,0.0015
86135,0.003
86136,0.006
86137,0.0075
86138,0.0015
86139,0.006
86140,0.03
86141,0.0375
86142,0.0105
86143,0.0105
86144,0.024
86145,0.0135
86146,0.075
86147,0.0045
86148,0.0225
86149,0.003
86150,0.0015
86151,0.0075
86152,1.245
86153,0.042
86154,0.081
86155,0.0045
86156,0.0075
86157,0.0045
86158,0.006
86159,0.006
86160,0.0045
86161,0.0075
86162,1.215
86163,0.6045
86164,0.051
86165,1.3395
86166,0.0045
86167,0.006
86168,0.0105
86169,0.003
86170,0.0075
86171,0.0315
86172,0.009
86173,0.0015
86174,0.0015
86175,0.0075
86176,0.006
86177,0.009
86178,0.0105
86179,0.0075
86180,0.006
86181,0.0075
86182,0.0045
86183,0.0
86184,0.003
86185,0.054
86186,0.4845
86187,0.0045
86188,0.006
86189,0.0045
86190,0.003
86191,0.0135
86192,0.012
86193,0.003
86194,0.0075
86195,0.0285
86196,0.006
86197,0.009
86198,0.0075
86199,0.003
86200,0.03
86201,0.009
86202,0.006
86203,0.0045
86204,0.003
86205,0.018
86206,0.06
86207,0.0075
86208,0.006
86209,0.0195
86210,0.009
86211,0.006
86212,1.152
86213,0.015
86214,0.003
86215,0.006
86216,0.003
86217,0.0045
86218,0.003
86219,0.0075
86220,0.0465
86221,0.0045
86222,0.006
86223,0.0135
86224,0.006
86225,0.0045
86226,0.0015
86227,0.0075
86228,1.3665
86229,0.0435
86230,0.0045
86231,0.0045
86232,0.0045
86233,0.0015
86234,0.006
86235,0.024
86236,1.113
86237,0.0045
86238,0.009
86239,0.0135
86240,0.0045
86241,1.332
86242,0.012
86243,0.0105
86244,0.0045
86245,1.2555
86246,1.038
86247,0.012
86248,1.356
86249,0.0105
86250,0.006
86251,0.003
86252,0.0075
86253,1.047
86254,0.1635
86255,0.003
86256,0.012
86257,0.003
86258,0.0075
86259,0.0105
86260,0.0
86261,0.0135
86262,0.0285
86263,0.0045
86264,0.009
86265,0.003
86266,0.006
86267,0.0015
86268,0.045
86269,0.0075
86270,1.224
86271,1.323
86272,0.0075
86273,0.006
86274,0.003
86275,0.009
86276,0.018
86277,0.0045
86278,0.0
86279,0.0045
86280,0.003
86281,0.123
86282,0.036
86283,0.096
86284,0.0045
86285,0.006
86286,0.0075
86287,0.0
86288,0.0075
86289,0.0045
86290,0.0045
86291,0.0045
86292,0.0045
86293,0.003
86294,0.0045
86295,0.021
86296,0.003
86297,0.015
86298,1.3245
86299,0.006
86300,0.003
86301,0.0015
86302,0.2535
86303,0.0015
86304,0.207
86305,0.006
86306,0.009
86307,0.003
86308,0.0045
86309,0.0195
86310,0.003
86311,0.006
86312,0.006
86313,1.266
86314,1.1775
86315,0.003
86316,1.3485
86317,0.0015
86318,0.006
86319,0.0075
86320,1.224
86321,0.012
86322,0.006
86323,0.0045
86324,0.0345
86325,0.006
86326,0.006
86327,0.0315
86328,0.039
86329,0.0045
86330,0.003
86331,0.084
86332,0.0045
86333,0.0075
86334,0.0045
86335,0.0075
86336,0.0045
86337,0.006
86338,0.003
86339,0.018
86340,0.003
86341,0.0675
86342,0.0105
86343,0.006
86344,0.0105
86345,0.0165
86346,0.0075
86347,1.296
86348,1.2495
86349,0.0045
86350,0.0045
86351,0.363
86352,0.027
86353,0.0015
86354,0.003
86355,0.003
86356,0.0075
86357,0.006
86358,0.0135
86359,0.012
86360,0.015
86361,0.0135
86362,0.021
86363,1.11
86364,0.027
86365,0.0105
86366,0.234
86367,0.0045
86368,0.006
86369,0.0045
86370,0.0075
86371,0.0165
86372,0.0045
86373,0.003
86374,0.0435
86375,0.0045
86376,0.009
86377,0.006
86378,0.0045
86379,0.0
86380,0.0075
86381,0.0405
86382,0.0015
86383,0.0045
86384,0.024
86385,0.0495
86386,0.0045
86387,0.0045
86388,0.0105
86389,0.162
86390,0.0045
86391,0.003
86392,0.003
86393,0.006
86394,0.012
86395,0.003
86396,0.009
86397,0.009
86398,1.251
86399,0.003
86400,0.006
86401,0.003
86402,0.06
86403,0.0045
86404,0.006
86405,0.0075
86406,0.009
86407,0.006
86408,0.0075
86409,0.012
86410,0.0045
86411,0.009
86412,0.0045
86413,0.006
86414,0.006
86415,0.0045
86416,1.1715
86417,0.006
86418,0.0045
86419,0.0285
86420,0.7395
86421,0.0075
86422,0.03
86423,0.0135
86424,0.009
86425,0.0045
86426,0.0075
86427,0.009
86428,0.006
86429,0.012
86430,0.006
86431,0.009
86432,0.006
86433,0.021
86434,0.069
86435,0.009
86436,0.009
86437,0.006
86438,0.015
86439,0.0075
86440,0.0045
86441,0.0045
86442,0.006
86443,0.402
86444,0.009
86445,1.35
86446,0.006
86447,0.009
86448,0.0075
86449,0.006
86450,0.0075
86451,0.072
86452,1.2735
86453,0.006
86454,0.012
86455,0.066
86456,0.099
86457,0.0075
86458,0.0945
86459,0.048
86460,0.006
86461,0.003
86462,1.2195
86463,1.35
86464,0.0075
86465,0.0045
86466,0.1875
86467,0.0045
86468,0.0075
86469,0.003
86470,1.281
86471,0.015
86472,0.0345
86473,0.003
86474,0.006
